City,month_period,PM2_5_ugm3
Itanagar,2024-10,14.633602150537634
Itanagar,2024-11,9.837777777777777
Itanagar,2024-12,15.822043010752688
Itanagar,2025-01,26.818413978494625
Itanagar,2025-02,39.02738095238095
Itanagar,2025-03,44.58118279569893
Itanagar,2025-04,37.28527777777778
Itanagar,2025-05,17.839247311827958
Itanagar,2025-06,19.766944444444444
Itanagar,2025-07,14.909677419354837
Itanagar,2025-08,14.817204301075268
Itanagar,2025-09,13.85763888888889
Itanagar,2025-10,13.829166666666666
Itanagar,2025-11,12.900641025641026
Jaipur,2022-08,24.112962962962964
Jaipur,2022-09,33.13111111111111
Jaipur,2022-10,47.083333333333336
Jaipur,2022-11,59.67861111111111
Jaipur,2022-12,60.48091397849463
Jaipur,2023-01,71.60336021505377
Jaipur,2023-02,42.27068452380953
Jaipur,2023-03,37.75698924731183
Jaipur,2023-04,26.677083333333332
Jaipur,2023-05,24.065456989247313
Jaipur,2023-06,22.384166666666665
Jaipur,2023-07,24.597983870967745
Jaipur,2023-08,24.521236559139783
Jaipur,2023-09,20.802222222222223
Jaipur,2023-10,24.78333333333333
Jaipur,2023-11,61.53180555555556
Jaipur,2023-12,47.679838709677426
Jaipur,2024-01,59.86760752688172
Jaipur,2024-02,37.45387931034483
Jaipur,2024-03,26.98145161290323
Jaipur,2024-04,24.58625
Jaipur,2024-05,26.806182795698923
Jaipur,2024-06,26.695416666666667
Jaipur,2024-07,26.589247311827958
Jaipur,2024-08,16.976881720430107
Jaipur,2024-09,26.162083333333335
Jaipur,2024-10,31.983198924731184
Jaipur,2024-11,53.220555555555556
Jaipur,2024-12,56.14529569892473
Jaipur,2025-01,52.60013440860215
Jaipur,2025-02,35.60848214285714
Jaipur,2025-03,32.14341397849462
Jaipur,2025-04,36.96416666666667
Jaipur,2025-05,44.12916666666666
Jaipur,2025-06,35.88041666666667
Jaipur,2025-07,28.319354838709675
Jaipur,2025-08,26.85940860215054
Jaipur,2025-09,18.39236111111111
Jaipur,2025-10,34.707123655913975
Jaipur,2025-11,49.649839743589745
Kohima,2022-08,8.015277777777778
Kohima,2022-09,8.545555555555556
Kohima,2022-10,10.102150537634408
Kohima,2022-11,11.170833333333333
Kohima,2022-12,16.03010752688172
Kohima,2023-01,24.54422043010753
Kohima,2023-02,29.735119047619047
Kohima,2023-03,32.0369623655914
Kohima,2023-04,25.30888888888889
Kohima,2023-05,17.46518817204301
Kohima,2023-06,12.734722222222222
Kohima,2023-07,7.95994623655914
Kohima,2023-08,9.947715053763442
Kohima,2023-09,9.878472222222221
Kohima,2023-10,10.70013440860215
Kohima,2023-11,8.840416666666668
Kohima,2023-12,10.936962365591398
Kohima,2024-01,17.724193548387095
Kohima,2024-02,24.885775862068964
Kohima,2024-03,28.338575268817205
Kohima,2024-04,28.922916666666666
Kohima,2024-05,20.73212365591398
Kohima,2024-06,13.344583333333334
Kohima,2024-07,6.658064516129032
Kohima,2024-08,7.414650537634409
Kohima,2024-09,8.829027777777778
Kohima,2024-10,14.638440860215054
Kohima,2024-11,11.331666666666667
Kohima,2024-12,21.761290322580646
Kohima,2025-01,32.35793010752688
Kohima,2025-02,41.40491071428571
Kohima,2025-03,50.687231182795706
Kohima,2025-04,36.86680555555555
Kohima,2025-05,22.468010752688173
Kohima,2025-06,12.877361111111112
Kohima,2025-07,9.076209677419355
Kohima,2025-08,9.403494623655913
Kohima,2025-09,10.135972222222222
Kohima,2025-10,12.232258064516127
Kohima,2025-11,12.148397435897436
Kolkata,2022-08,22.16574074074074
Kolkata,2022-09,30.525694444444444
Kolkata,2022-10,67.5997311827957
